Name,daily total trading volume,Prices,Volume,Ecology,Hyperlink,Project Description,Official Hyperlink List,Details,Founded Date,Funders,Related News Links,Twitter Hyperlink,Followers,Following,Significant Events,Similar Projects,AIScore,Explains
OKXOKB,,,,Optimism,https://www.rootdata.com/Projects/detail/Worldcoin?k=MTg0Mw%3D%3D,Inclusive cryptocurrency network,"https://worldcoin.org/, https://x.com/worldcoin, https://www.linkedin.com/company/worldcoinfoundation/, https://t.me/worldcoin, https://github.com/worldcoin, https://worldcoin.org/blog, https://coinmarketcap.com/currencies/worldcoin-org/","Worldcoin is a new global cryptocurrency aiming to become the largest and most inclusive cryptocurrency network in the world by giving Worldcoin to everyone for free. Worldcoin has built a device called the Orb, which captures an image of a person's eyes and converts it into a short numeric code, making it possible to check if the person has already signed up. If not, they will receive their free share of Worldcoin. The original image will not need to be stored or uploaded.",2021,"Alex Blania, Sam Altman, Rich Heley, Akarsh Sanghi, Thomas Scott, Elliott Suthers, Lily Gordon, Tiago Sada, Remco Bloemen, Andreessen Horowitz, Blockchain Capital, Coinbase Ventures, Hypersphere Ventures, Multicoin Capital, CoinFund, Variant Fund, Digital Currency Group, Bain Capital Crypto, 1confirmation, Distributed Global, Khosla Ventures, Day One Ventures, Kinetic Capital, Reid Hoffman, Sam Bankman-Fried, Ottr Finance",,https://x.com/worldcoin,336.77 K,65,"Jul 24, 2023 - Worldcoin was live on mainnet | May 25, 2023 - Worldcoin raised $ 115 M in Series C round | Mar 23, 2022 - Worldcoin raised $ 100 M in funding round | Jun 30, 2021 - Worldcoin raised $ 25 M in funding round","#Bitcoin, #Litecoin, #Chia, #Decred, #Zcash, #Dogecoin, #Dash, #Monero",,
MANTRAOM,,0.4117,61432573.8,,https://www.rootdata.com/Projects/detail/Theta%20Network?k=MTIy,Media and entertainment focused blockchain,"https://www.thetatoken.org/, https://x.com/Theta_Network, https://github.com/thetatoken, https://docs.thetatoken.org/, https://coinmarketcap.com/currencies/theta-network/","Theta Network is the next generation blockchain for media and entertainment. Its infrastructure enables existing video and media platforms to increase their revenue and reduce their content delivery CDN costs, while rewarding end-users for sharing their storage and/or bandwidth on any PC, mobile, Smart TV, or IoT device.",2017,"Mitch Liu, Jieyi Long, Samsung Next, Blockchain.com, DHVC, IOSG Ventures, gumi Cryptos Capital, HTX Ventures, Synergis Capital, Fundamental Labs, LinkVC, IOVC, UpHonest Capital, GFR Fund, The Venture Reality Fund, DCM Ventures, Sparkland Capital, Sierra Ventures","https://medium.com/theta-network/introducing-the-theta-2024-roadmap-1ce9f3beb0fc?source=rss----87e3dcb520ee---4, https://medium.com/@DWF-research/dwf-labs-invests-1-million-to-propel-theta-edgeclouds-hybrid-cloud-computing-ecosystem-89498fbbfa79, https://decrypt.co/200377/decrypt-gg-and-theta-network-team-up-to-launch-theta-web3-theater-supporting-polygon, https://cointelegraph.com/news/theta-network-to-enable-collaborative-machine-learning-with-new-partnership, https://www.gemini.com/cryptopedia/theta-coin-tfuel-theta-crypto, https://www.coindesk.com/markets/2020/12/03/theta-labs-launches-its-blockchain-video-delivery-platform-in-beta/, https://www.coindesk.com/tech/2020/05/27/google-signs-on-as-network-validator-for-blockchain-video-network-theta/, https://venturebeat.com/commerce/theta-pre-sale-hits-12-million-as-it-brings-blockchain-to-video-and-esports/",,271.55 K,156,"Dec 01, 2017 - Theta Network raised $ 20 M in funding round","#Ethereum, #Solana, #Aleo, #Hedera, #ZetaChain, #Internet Computer / Dfinity, #Algorand, #Celo",,
Ondo FinanceONDO,,,,Ethereum,https://www.rootdata.com/Projects/detail/Otherside?k=MTIyMQ%3D%3D,"Gamified, interoperable metaverse","https://otherside.xyz/, https://x.com/OthersideMeta, https://otherside.xyz/litepaper, https://www.coingecko.com/en/coins/apecoin","Otherside is a gamified, interoperable metaverse where players own the world, any NFT can become a playable character, and thousands of people can play together at the same time. The game blends mechanics from MMORPGs and Web3-enabled virtual worlds. An Otherdeed NFT represents more than a mere picture of land; it's an access token to participate in playtesting and co-creation of Otherside. Additionally, each Otherdeed NFT depicts a Plot of land that will be available in Otherside, with a unique composition of natural elements, resources, elemental attributes, and more.",2022,Wylie Aronow（Gordon Goner�? Greg Solano（Gargamel�? Yuga Labs,,,263.13 K,327,,"#Createra, #Mocaverse, #Space Runners, #Alethea AI, #Dvision Network, #BNV.ME, #Oncyber, #LittleMami",,
OptimismOP,,1.317,49913871.77,,https://www.rootdata.com/Projects/detail/Sky%20Meta?k=MzUyMA%3D%3D,NFT gaming guilds,"https://skymeta.io/, https://x.com/SkyMetagaming, https://skymeta.io/discord/","Sky Meta is a NFT gaming guild that employs players from around the world as ""scholars"" and provides them with NFT gaming assets to play with and share their earnings. Sky Meta has offices in Hong Kong, Thailand, and the Philippines.",2021,,,https://x.com/SkyMetagaming,9,1,,"#Yield Guild Games, #ParagonsDAO, #Merit Circle, #W3GG, #Polemos, #Ampverse, #Ancient8, #Avocado DAO",0.7282474,"{'feat0': {'feat': 'CDL2CROWS', 'data': [0.0]}, 'feat1': {'feat': 'zsVol', 'data': [0.1623472261220164]}, 'feat2': {'feat': 'CDLCOUNTERATTACK', 'data': [0.0]}, 'feat3': {'feat': 'CDLDARKCLOUDCOVER', 'data': [0.0]}, 'feat4': {'feat': 'CDL3WHITESOLDIERS', 'data': [0.0]}, 'feat5': {'feat': 'Hourly', 'data': [0.0]}, 'feat6': {'feat': 'CDLMORNINGSTAR', 'data': [0.0]}, 'feat7': {'feat': 'Month', 'data': [12.0]}, 'feat8': {'feat': 'CDLEVENINGSTAR', 'data': [0.0]}, 'feat9': {'feat': 'PR_MA_Ratio', 'data': [0.1501896995333843]}}"
Ordict,,,,,https://www.rootdata.com/Projects/detail/KuCoin?k=MzkwMQ%3D%3D,Cryptocurrency exchange,"https://www.kucoin.com/, https://x.com/kucoincom, https://coinmarketcap.com/currencies/kucoin-token/","Launched in September 2017, KuCoin is a global cryptocurrency exchange providing spot trading, margin trading, P2P fiat trading, futures trading, staking, and lending services.",2017,"Johnny Lyu, Michael Gan, Alicia Kao, Xinlu YU, Jump Crypto, NGC Ventures, Circle Ventures, IDG Capital, Matrix Partners China, SIG Asia Investment Fund, E Money Network, Corite, KuCoin Community Chain (KCC), Halo, Kucoin Ventures, KuCoin Labs",,https://x.com/kucoincom,2.77 M,1270,"Jul 21, 2022 - KuCoin raised $ 10 M in strategic financing | May 10, 2022 - KuCoin raised $ 150 M in funding round | Sep 29, 2020 - KuCoin losed $ 45 M in hack | Nov 14, 2018 - KuCoin raised $ 20 M in Series A round","#Bullish, #Satang, #Coinbase, #Blockchain.com, #Bakkt, #Binance, #Kraken, #Gemini",,
PendlePENDLE,,,,Solana,https://www.rootdata.com/Projects/detail/Helium?k=MjA%3D,Decentralized network of wireless Hotspots,"https://www.helium.com/, https://x.com/helium, https://www.linkedin.com/company/heliumnetwork/, https://t.me/helium_network, https://github.com/helium/, https://coinmarketcap.com/currencies/helium/","Helium is a decentralized network of wireless Hotspots that create public, long-range wireless coverage for LoRaWAN-enabled IoT devices. Hotspots produce and are compensated with HNT, the native cryptocurrency of the Helium blockchain. Today, the Helium blockchain and its hundreds of thousands of Hotspots provide access to the largest LoRaWAN Network in the world.",2013,"Abhay Kumar, Amir Haleem, Scott Sigel, Joshua Kershner, Marc Nijdam, Frank Mong, Yuan Gao, Andrew Allen, Coco Tang, Andreessen Horowitz, Multicoin Capital, Union Square Ventures, Tiger Global, Union Square Ventures, Seven Seven Six, Slow Ventures, Ribbit Capital, SV Angel, Google Ventures, Khosla Ventures, Raptor Group, 10T Holdings, Hivemind Capital, FirstMark Capital, Deutsche Telekom, Strata, FreedomFi, Helium Mobile",,https://x.com/helium,210.44 K,2005,"Apr 20, 2023 - Helium Network Completed Migration to Solana Network | Mar 30, 2022 - Helium raised $ 200 M in Series D round | Sep 13, 2021 - Helium raised $ 15 M in Series C round | Aug 10, 2021 - Helium raised $ 111 M in funding round | Apr 25, 2016 - Helium raised $ 20 M in Series B round","#Pollen Mobile, #Nodle, #Hivemapper, #DIMO, #Andrena, #REALLY, #Soarchain, #Airwaive",,
PendlePENDLE,,,,,https://www.rootdata.com/Projects/detail/Arweave?k=MTQ3,Decentralized Data Storage Protocol,"https://www.arweave.org/, https://x.com/ArweaveEco, https://github.com/ArweaveTeam/arweave, https://www.arweave.org/files/arweave-lightpaper.pdf, https://medium.com/@arweave, https://coinmarketcap.com/currencies/arweave/","Arweave is a decentralized data storage protocol built on blockweave technology. It is developing an underlying network where data can be stored forever and accessed on its permaweb, a secondary layer where data is accessible in a human-readable manner (e.g. via web browsers). To financially incentivize data storage providers, Arweave has its own token, AR. The Arweave mainnet was launched in June 2018.",Archain,"Sam Williams, Sebastian Campos Groth, Giti Said, Andreessen Horowitz, Coinbase Ventures, Multicoin Capital, SevenX Ventures, Mechanism Capital, Arrington Capital, 1kx, Bixin Ventures, Placeholder, Greenfield Capital, Union Square Ventures, GenBlock Capital, Blockchain Capital, D1 Ventures, Big Brain Holdings, Digital Renaissance, Safe, RedStone, CARV, RSS3, Mask Network, GoPlus Security, Fleek, Fluence, Starpower, 4EVERLAND, Fileverse, Freatic, Releap Protocol, WeaveDB, Community Labs, Hologram, Mintbase, Metaforo, Akord, ArDrive, Sarcophagus, everVision, Pianity, Darkblock, AO",,https://x.com/ArweaveEco,99.69 K,484,"Mar 06, 2020 - Arweave raised $ 8.3 M in funding round | Nov 05, 2019 - Arweave raised $ 5 M in funding round | May 01, 2018 - Arweave raised $ 1.57 M in Public Sale round","#Ceramic Network, #Storj, #Swarm, #Irys, #EthStorage, #Siacoin, #DeNet, #Super Protocol, #Coinbase Ventures, #Maven 11, #Polychain, #Blockchain Capital, #1kx, #Collab+Currency",,
PEPEPEPE,,,,"Ethereum, Polygon, Aptos",https://www.rootdata.com/Projects/detail/Ondo%20Finance?k=MzEyOQ%3D%3D,Institutional-Grade Finance,"https://ondo.finance/, https://x.com/OndoFinance, https://t.me/ondofinance, https://github.com/ondoprotocol, https://blog.ondo.finance/, https://coinmarketcap.com/currencies/ondo-finance/, https://defillama.com/protocol/ondo-finance","Ondo Finance is dedicated to enhancing the safety, efficiency, and accessibility of financial services through institutional-grade on-chain offerings. Ondo Finance has a technology arm focused on developing on-chain financial software and an asset management arm that creates and manages tokenized products. It is also focused on incubating protocols that can support both tokenized real-world assets and traditional crypto.",2021,"Justin Schmidt, Nathan Allman, Ian De Bode, Katie Wheeler, Ashwin Khosa, Romain BOURGOIS, Ali Azam, Ben Grossman, Pantera Capital, Founders fund, Coinbase Ventures, Wintermute, CoinFund, Bixin Ventures, Digital Currency Group, Tiger Global, Flow Traders, The LAO, Chapter One, GoldenTree Asset Management, Divergence Ventures, Diogo Monica, Richard Ma, Stani Kulechov","https://www.coindesk.com/business/2024/04/18/ondo-finance-brings-tokenized-treasuries-to-the-cosmos-ecosystem-with-noble-integration/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://thedefiant.io/ondo-finance-to-deploy-ousg-assets-in-blackrock-s-buidl-fund, https://thedefiant.io/ondo-to-use-blockchains-as-middleware-to-trade-traditional-securities, https://thedefiant.io/ondo-token-reaches-over-usd1b-market-cap-in-one-day, https://www.theblock.co/post/261943/mantle-ondo-finance-launch-rwa-backed-usdy, https://www.coingecko.com/learn/ondo-finance-crypto, https://www.prnewswire.com/news-releases/ondo-launches-tokenized-us-treasuries-and-bonds-targeting-100-billion-stablecoin-market-301717327.html, https://www.theblock.co/post/156116/ondo-finance-raises-10-million-in-public-token-sale?utm_source=feedly&utm_medium=rss",https://x.com/OndoFinance,193.67 K,21,"Jul 06, 2022 - Ondo Finance raised $ 10 M in Public Sale round | Apr 27, 2022 - Ondo Finance raised $ 20 M in Series A round | Aug 17, 2021 - Ondo Finance raised $ 4 M in Seed round","#MakerDAO, #Untangled, #Backed, #Angle Protocol, #TrueFi, #Goldfinch, #Superstate, #DigiFT",,
Polygon Zero,,0.4701,181807566.8,Bitcoin,https://www.rootdata.com/Projects/detail/Bitcoin%20Virtual%20Machine?k=MTExNTM%3D,Modular Bitcoin L2 metaprotocol,"https://bvm.network/, https://x.com/BVMnetwork, https://coinmarketcap.com/currencies/bvm/",BVM is a modular Bitcoin L2 metaprotocol allows Ethereum developers to migrate their Solidity smart contracts and dapps from Ethereum to Bitcoin with minimal or no modifications.,2023,,,https://x.com/BVMnetwork,84.12 K,54,,"#Stacks, #Merlin Chain, #Nubit, #BEVM, #BOB, #Mintlayer, #Rollux, #Bitroot",,
PoPP,,,,,,,,,,,,,,,,,,
Pyth NetworkPYTH,,,,,https://www.rootdata.com/Projects/detail/Algorand?k=MTIw,Decentralized blockchain infrastructure,"https://www.algorand.com/, https://x.com/Algorand, https://t.me/AlgorandFoundation, https://github.com/algorand/go-algorand, https://www.algorand.com/resources/white-papers, https://medium.com/algorand-foundation, https://coinmarketcap.com/currencies/algorand/, https://forum.algorand.org/, https://defillama.com/chain/Algorand","Algorand is a decentralized, scalable, and secure blockchain infrastructure. It offers transaction throughputs at the speed of traditional finance, with immediate finality, near zero transaction costs, and 24/7 availability. From decentralized finance to generative NFT art, Algorand is powering the economic models of the future. Algorand was designed by MIT professor and Turing Award-winning cryptographer Silvio Micali.",2017,"Silvio Micali, Jacopo Cecchi, Gary Malouf, Marc Vanlerberghe, Michele Quintaglie, Jing Chen, Arrington Capital, Shima Capital, NGC Ventures, Lemniscap, Multicoin Capital, Bixin Ventures, LD Capital, Union Square Ventures, Youbi Capital, QCP Capital, Kosmos Ventures, Continue Capital, Foundation Capital, Redline Labs, Zonff Partners, P2P Capital, Orange DAO",,https://x.com/Algorand,339.1 K,822,"Jun 19, 2019 - Algorand raised $ 66 M in Public Sale round | Oct 24, 2018 - Algorand raised $ 62 M in funding round | Feb 15, 2018 - Algorand raised $ 4 M in Seed round","#Ethereum, #Solana, #Aleo, #Hedera, #ZetaChain, #Internet Computer / Dfinity, #Celo, #Espresso Systems",,
Quantura,,,,"Ethereum, Polygon, Arbitrum",https://www.rootdata.com/Projects/detail/Lido?k=NTQx,Liquid staking solution,"https://lido.fi/, https://x.com/lidofinance, https://t.me/lidofinance, https://github.com/lidofinance, https://docs.lido.fi/, https://blog.lido.fi/, https://snapshot.org/#/lido-snapshot.eth, https://coinmarketcap.com/currencies/lido-dao/, https://defillama.com/protocol/lido, https://link3.to/lido","Lido is a liquid staking solution for blockchains. It enables users to stake their ETH and other proof-of-stake assets without locking their assets or maintaining infrastructure, while participating in on-chain activities such as lending.",2020,"Vasiliy Shapovalov, Kasper Rasmussen, Jane (Ling Chen)  Liu, Marin Tvrdić, Dmitriy Gusakov, Paradigm, Coinbase Ventures, Andreessen Horowitz, Dragonfly, Robot Ventures, Delphi Digital, Multicoin Capital, Bitscale Capital, ParaFi Capital, Digital Currency Group, DeFiance Capital, eGirl Capital, Jump Trading, Semantic Ventures, The LAO, KR1","https://www.coindesk.com/consensus-magazine/2023/12/04/lido-dao-democratized-eth-staking-then-dominated-it/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://decrypt.co/resources/what-is-lido-finance-ethereums-largest-liquid-staking-project, https://blockworks.co/news/lido-finance-drops-solana-staking-after-dao-decision, https://www.theblock.co/post/230811/lido-finance-ethereum-withdrawals-upgrade?utm_source=feedly&utm_medium=rss, https://medium.com/a41-ventures/research-lido-finance-a-core-infrastructure-of-the-pos-paradigm-53c1c1afb2af, https://blog.lido.fi/introducing-lido-v2/, https://cointelegraph.com/news/lido-s-market-dominance-and-ethereum-decentralization-post-merge, https://www.theblock.co/post/161461/lido-dao-approves-treasury-token-sale-to-dragonfly-capital?utm_source=feedly&utm_medium=rss",https://x.com/lidofinance,217.42 K,525,"May 15, 2023 - Lido V2 was officially live on Ethereum mainnet | Aug 25, 2022 - Lido raised $ 25 M in funding round | Mar 03, 2022 - Lido raised $ 70 M in funding round | May 05, 2021 - Lido raised $ 73 M in funding round | Dec 16, 2020 - Lido was live on mainnet","#ssv.network, #StakeStone, #Rocket Pool, #Obol Network, #Ether.Fi, #Renzo Protocol, #pSTAKE Finance, #Stader",,
RaydiumRAY,,4.459,2899593.6,,https://www.rootdata.com/Projects/detail/Breakout?k=MTMzMTg%3D,Crypto prop firm,"https://www.breakoutprop.com/, https://x.com/breakoutprop, https://www.linkedin.com/company/breakout-trading-group/","Breakout is a prop trading firm that offers a welcoming environment for traders of cryptocurrency, FX and indices. With a focus on tight spreads, strong risk management and superior liquidity thanks to direct tier-1 crypto exchange integration, Breakout seeks to completely redefine standards across the prop trading industry.",2023,Dylan Loomer,https://www.newsfilecorp.com/release/189043,https://x.com/breakoutprop,17.8 K,7,,"#DWF Labs, #Wintermute, #GSR, #Amber Group, #Caladan, #QCP Capital, #Altonomy, #Selini Capital",0.4240421,"{'feat0': {'feat': 'CDLSHOOTINGSTAR', 'data': [0.0]}, 'feat1': {'feat': 'CDLDARKCLOUDCOVER', 'data': [0.0]}, 'feat2': {'feat': 'CDL2CROWS', 'data': [0.0]}, 'feat3': {'feat': 'Month', 'data': [12.0]}, 'feat4': {'feat': 'pct_change', 'data': [-0.0015408320493067]}, 'feat5': {'feat': 'Hourly', 'data': [0.0]}, 'feat6': {'feat': 'PR_MA_Ratio', 'data': [-0.0765108833002324]}, 'feat7': {'feat': 'ULTOSC', 'data': [0.3767106854009215]}, 'feat8': {'feat': 'PR_MA_Ratio_short', 'data': [-0.0210541460841616]}, 'feat9': {'feat': 'RSI', 'data': [0.4013758645181289]}}"
RenderRNDR,,6.737,1989088.2,,https://www.rootdata.com/Projects/detail/Jasmy?k=OTM%3D,IoT + blockchain company,"https://www.jasmy.co.jp/, https://twitter.com/JasmyMGT, https://t.me/OfficialJasmyUniverse, https://www.jasmy.co.jp/images/whitepaper.pdf, https://coinmarketcap.com/currencies/jasmy/","Jasmy is an IoT + blockchain company that provides data security, storage, and interaction for the IoT environment based on blockchain technology and other infrastructure services. It matches service providers with data utilisers, allowing service providers to collect user-owned data from various sources, package it, and sell it to data utilisers.",2016,"Hiroshi Harada, Kazumasa Sato, Bitrise Capital, Chain Capital, Collinstar Capital, WXY, BlockAsst, 涡轮资本, UneMeta",,https://twitter.com/JasmyMGT,119.13 K,37,,"#Reputable, #Kaiko, #HUMAN Protocol, #Helium, #MXC, #Santiment, #Filament, #Hivemapper",0.4122123,"{'feat0': {'feat': 'Month', 'data': [12.0]}, 'feat1': {'feat': 'CDL3BLACKCROWS', 'data': [0.0]}, 'feat2': {'feat': 'CDLMORNINGDOJISTAR', 'data': [0.0]}, 'feat3': {'feat': 'Hourly', 'data': [0.0]}, 'feat4': {'feat': 'ULTOSC', 'data': [0.4769641705075257]}, 'feat5': {'feat': 'PR_MA_Ratio_short', 'data': [0.0016753720311479]}, 'feat6': {'feat': 'MA_Ratio_short', 'data': [0.0235351554619394]}, 'feat7': {'feat': 'Z_score', 'data': [-0.6250441958599725]}, 'feat8': {'feat': 'RSI', 'data': [0.5156703229693131]}, 'feat9': {'feat': 'boll', 'data': [0.3987779587983121]}}"
THORChainRUNE,,0.6672,190776.79,,https://www.rootdata.com/Projects/detail/Merit%20Circle?k=MTA3Nw%3D%3D,Develops opportunities to earn through play,"https://www.meritcircle.io/, https://x.com/MeritCircle_IO, https://t.me/meritcircle_ann, https://meritcircle.gitbook.io/merit-circle/, https://medium.com/@meritcircle, https://coinmarketcap.com/currencies/onbeam/, https://snapshot.org/#/meritcircle.eth","Merit Circle is creating a decentralized autonomous organization (DAO) that develops opportunities for people to earn through play, in order to help build the metaverse. The Merit Circle platform hosts scholarship opportunities, educational opportunities, and everything a person needs on their journey to becoming an earning gamer in the metaverse.

The Merit Circle DAO comprises a mainDAO governing various subDAOs that act as tentacles across the Play-to-Earn industry. The protocol is maintained by various independent parties and individuals, with governance powered by MC token holders.",2021,"Marco van den Heuvel, Tommy Quite, Mark Borsten, Thale Sonnemans, Pentoshi, Steven Bryson-Haynes, Binance Labs, The Spartan Group, Mechanism Capital, Maven 11, Bitscale Capital, Digital Currency Group, Yield Guild Games, DeFiance Capital, Inception Capital, Dialectic, Impossible Finance, Citizen X, DCV Capital, Jeffrey Zirlin, Alex Svanevik, Kieran Warwick, Saga, Monad, Azuro, Aethir, Heroes of Mavia, Elfin Metaverse, Pixelverse, Param Labs, Planet Mojo, GAM3S.GG, Nyan Heroes, Metalcore, READYgg, Farcana, Rainmaker Games, Treasure DAO, MixMob, Genopets, Aria, Avalon, Camp Network, BloodLoop, Tensorplex Labs, Crypto Rogue Games, Ithaca Protocol, Forgotten Playland, Arcade, Fyde, Tribo Games, Delabs Games, Fableborne / Pixion Games, Royale Chess, Redemption Games, Oh Baby Games, CyBall, Roboto Games, Blockstars, Fancy Birds, Stems, Gameplay Galaxy, Kaleidoco, Tatsumeeko, Metatheory, SnackClub, Goons of Balatroon, Blast Royale, Civitas, Footium, AFAR, Summoners Arena, SIDUS HEROES, Virtual Protocol, Sipher, CLUB, Scenius, Ascenders, Beam",,https://x.com/MeritCircle_IO,167.29 K,369,"Nov 05, 2021 - Merit Circle raised $ 105 M through IDO | Oct 07, 2021 - Merit Circle raised $ 4.5 M in Seed round","#Yield Guild Games, #ParagonsDAO, #W3GG, #Polemos, #Ampverse, #Ancient8, #Avocado DAO, #Unbound, #Big Brain Holdings, #DeFiance Capital, #Delphi Digital, #Mechanism Capital, #The Spartan Group, #Solana Ventures",0.64202034,"{'feat0': {'feat': 'CDLPIERCING', 'data': [0.0]}, 'feat1': {'feat': 'CDLSPINNINGTOP', 'data': [0.0]}, 'feat2': {'feat': 'pct_change', 'data': [-0.0061871616395978]}, 'feat3': {'feat': 'zsVol', 'data': [-0.8577971424517267]}, 'feat4': {'feat': 'boll', 'data': [0.5966903846769354]}, 'feat5': {'feat': 'DayOfWeek', 'data': [3.0]}, 'feat6': {'feat': 'MA_Ratio_short', 'data': [0.0172907226329376]}, 'feat7': {'feat': 'Month', 'data': [12.0]}, 'feat8': {'feat': 'Z_score', 'data': [-0.6694606137937154]}, 'feat9': {'feat': 'Hourly', 'data': [0.0]}}"
Sei NetworkSEI,,,,Solana,https://www.rootdata.com/Projects/detail/Raydium?k=OTU0,An on-chain order book AMM,"https://raydium.io/#/, https://twitter.com/raydiumprotocol, https://t.me/raydiumprotocol, https://raydium.io/Raydium-Litepaper.pdf, https://coinmarketcap.com/currencies/raydium/","Raydium is an automated market maker (AMM) platform built on Solana, where users can swap, trade, and provide liquidity to earn yield on digital assets. However, unlike other AMM platforms, Raydium's AMM provides on-chain liquidity to Serum's central limit order book. This means that Raydium's users and liquidity pools have access to the order flow and liquidity of the entire Serum ecosystem, and vice versa.",2021,"Coinbase Ventures, Newman Capital, 11-11 DG Partners, Ancient8, CyBall, Ratio Finance, Step Finance",,,331.74 K,451,"Dec 16, 2022 - Raydium losed $ 4.4 M in hack","#Kyber Network, #WOO Network, #Curve, #Bancor, #0x, #1inch, #Balancer, #Uniswap",,
Shiba InuSHIB,,2.97E-05,1.53E+13,BNB Chain,https://www.rootdata.com/Projects/detail/BitTorrent?k=MQ%3D%3D,Popular P2P file sharing protocol,"https://bt.io/, https://x.com/BitTorrent, https://t.me/BTTBitTorrent, https://github.com/bittorrent, https://doc.bt.io/v1/doc/, https://medium.com/bittorrent/bittorrent-foundation-unveils-more-details-regarding-bittorrent-btt-airdrops-for-tron-trx-8bbd194f8a87, https://coinmarketcap.com/currencies/bittorrent-new/","BitTorrent is a popular peer-to-peer file-sharing protocol that enables users to freely share data and large files, such as movies, programs, and audio files, over the internet. BitTorrent was launched in 2001 and, despite not being blockchain-based, has long been a pioneer in decentralized technology due to its peer-to-peer architecture. BitTorrent Inc. was formed in 2004 to manage the ongoing development of the protocol, and in 2018, it was acquired by Justin Sun, the founder of Tron.

In February 2019, BitTorrent released a dedicated native token, BTT, to help expand its protocol and incentivize the network's participants. In December 2021, BitTorrent announced the launch of BitTorrent Chain, which is a heterogeneous cross-chain interoperability protocol. It adopts PoS and leverages sidechains for the scaling of smart contracts.",,"Binance Labs, NGC Ventures, Tron","https://www.coindesk.com/markets/2023/12/06/bittorrents-btt-token-doubles-in-value-as-tron-on-which-its-issued-hits-200m-users/?utm_medium=referral&utm_source=feedly&utm_campaign=headlines, https://decrypt.co/122538/huobi-to-join-bittorrent-chain-ecosystem-build-blockchain-super-network/, https://learn.bybit.com/web3/what-is-bittorrent-crypto-btt/, https://medium.com/@BitTorrent/bittorrent-chain-bttc-mainnet-goes-live-ushering-in-a-new-era-of-connecting-all-chains-with-the-e262b9ea2244, https://www.coindesk.com/markets/2019/01/03/bittorrent-is-launching-its-own-cryptocurrency-on-the-tron-network/, https://techcrunch.com/2018/06/18/bittorrent-tron/",https://x.com/BitTorrent,608.52 K,2410,"Jul 01, 2018 - BitTorrent was acquired by Tron","#Ethereum, #Solana, #Conflux, #Aleo, #Anoma Network, #PlatON, #Concordium, #NYM",,
Sky Meta,,,,,https://www.rootdata.com/Projects/detail/Fastex?k=NjY1Nw%3D%3D,Web3-driven solutions ecosystem,"https://www.fastex.com/, https://x.com/fastex, https://www.linkedin.com/company/fastexecosystem/, https://coinmarketcap.com/currencies/fasttoken/","Powered by IT giant SoftConstruct, Fastex is a Web3-driven solutions ecosystem offering a diverse range of products. Its ecosystem operates as a branded house for Fastex products, including Fastex Verse, ftNFT marketplace, Fastex Chain, Fastex Pay crypto payment system, Fasttoken, and the Fastex Exchange crypto and fiat exchange platform.",2022,"Vakhtang Abrahamyan, Vardan Khachatryan",https://egamers.io/softconstruct-incubated-fastex-raised-23-2m-from-a-token-generation-event/,https://x.com/fastex,204.2 K,8,"Jan 20, 2023 - Fastex raised $ 23.2 M in Public Sale round","#BitFury, #Setl, #Lambda256, #Digital Asset, #HashPort, #Ripio, #Inveniam, #Venly",,
SolanaPrimePRIME,14406627,2.9224,62101.63,,https://www.rootdata.com/Projects/detail/Core?k=NzcxMA%3D%3D,Crypto wallet and web portfolio,"https://core.app/, https://x.com/coreapp, https://t.me/avalancheavax","Core is an all-in-one crypto wallet and web portfolio, providing self-custody solutions for managing crypto and NFTs across various networks. It also offers real-time data and detailed analytics on the DeFi ecosystem.",2022,,"https://chainwire.org/2023/12/15/core-introduces-a-first-of-its-kind-experience-in-wallet-creation-seed-abstraction/, https://www.coingecko.com/learn/core-the-all-in-one-crypto-wallet-web-portfolio",,20.17 K,51,,"#Safe, #Magic, #Ledger, #Argent, #Phantom, #Web3Auth, #Kresus, #Trust Wallet",0.71634203,"{'feat0': {'feat': 'CDLABANDONEDBABY', 'data': [0.0]}, 'feat1': {'feat': 'CDL3WHITESOLDIERS', 'data': [0.0]}, 'feat2': {'feat': 'CDL2CROWS', 'data': [0.0]}, 'feat3': {'feat': 'zsVol', 'data': [-0.2319528670918265]}, 'feat4': {'feat': 'CDLHARAMICROSS', 'data': [0.0]}, 'feat5': {'feat': 'CDLMORNINGDOJISTAR', 'data': [0.0]}, 'feat6': {'feat': 'Month', 'data': [12.0]}, 'feat7': {'feat': 'CDL3BLACKCROWS', 'data': [0.0]}, 'feat8': {'feat': 'Z_score', 'data': [-0.6889961618146592]}, 'feat9': {'feat': 'RSI', 'data': [0.5399652187079261]}}"
Sonic,,,,,https://www.rootdata.com/Projects/detail/KaiaSwap?k=MTI2MjM%3D,Discretized-Liquidity-AMM DEX,"https://kaiaswap.org/, https://x.com/KaiaSwap","KaiaSwap is a native Discretized-Liquidity-AMM DEX on Kaia Chain. Utilizing the advantages of iZUMi’s unique design of Discretized Liquidity AMM, KaiaSwap provides the transparency, security & most efficient on-chain experience by leveraging the sustainable and verifiable of the Kaia Chain ecosystem.",2024,iZUMi Finance,,https://x.com/KaiaSwap,7.33 K,5,,"#WOO Network, #Curve, #Bancor, #Kyber Network, #0x, #1inch, #Balancer, #Uniswap",,
